logTeff_1,logL_1,Stage_1,logTeff_3,logL_3,Stage_3,logTeff_10,logL_10,Stage_10,logTeff_30,logL_30,Stage_30
3.513197319,3.193910386,4,3.494127059,4.065739757,4,,,,,,
3.513944777,3.187645977,4,3.49486636,4.059414345,4,,,,,,
3.51465036,3.181303903,4,3.495539381,4.052980204,4,,,,,,
3.515392505,3.175033103,4,3.496166356,4.046452201,4,,,,,,
3.516170328,3.168831685,4,3.496758896,4.039798028,4,,,,,,
3.516876087,3.16249189,4,3.497202858,4.032619283,4,,,,,,
3.517660092,3.156297395,4,3.497456693,4.023662684,4,,,,,,
3.517661704,3.156220817,4,3.498574795,4.008629377,4,,,,,,
3.515743256,3.173170478,4,3.500519726,3.991365853,4,,,,,,
3.513781423,3.190044665,4,3.50241917,3.973229932,4,,,,,,
3.5118287,3.20693628,4,3.504465749,3.955278615,4,,,,,,
3.509860355,3.22379929,4,3.506471542,3.937247094,4,,,,,,
3.507872828,3.240626257,4,3.508463035,3.919183026,4,,,,,,
3.5058834,3.257448976,4,3.510445009,3.901246155,4,,,,,,
3.503881931,3.274248989,4,3.510433424,3.902695521,4,,,,,,
3.501878353,3.291044124,4,3.509818907,3.909228178,4,,,,,,
3.499842442,3.307777131,4,3.509049209,3.917694137,4,,,,,,
3.497794154,3.324484966,4,3.507094419,3.9358209,4,,,,,,
3.495734936,3.341170069,4,3.505097598,3.953877707,4,,,,,,
3.493635694,3.357773448,4,3.503063981,3.971868101,4,,,,,,
3.491517761,3.374337621,4,3.501069537,3.989293279,4,,,,,,
3.489352973,3.390802875,4,3.498986663,4.007178983,4,,,,,,
3.48717019,3.407231463,4,3.496817799,4.024844331,4,,,,,,
3.484933007,3.423537753,4,3.49518093,4.03545489,4,,,,,,
3.482618862,3.439663819,4,3.495589858,4.031302503,4,,,,,,
3.481523035,3.445585902,4,3.496239707,4.024877673,4,,,,,,
3.482244119,3.439257945,4,3.496884767,4.018412973,4,,,,,,
3.482959629,3.432917965,4,3.497538428,4.011962757,4,,,,,,
3.483665272,3.42655576,4,3.4981652,4.005466608,4,,,,,,
3.484370171,3.42020568,4,3.498775736,3.998939078,4,,,,,,
3.484800366,3.415572325,4,3.499694011,3.989863046,4,,,,,,
3.485437708,3.409078666,4,3.500359827,3.983033751,4,,,,,,
3.486046107,3.402499753,4,3.49958565,3.989285044,4,,,,,,
3.486639337,3.395890111,4,3.497850027,4.007705886,4,,,,,,
3.487194897,3.389194126,4,3.495810166,4.025683564,4,,,,,,
3.48774965,3.382491873,4,3.493771058,4.043657294,4,,,,,,
3.488291153,3.375761757,4,3.491673265,4.061529851,4,,,,,,
3.488842006,3.369052911,4,3.489568604,4.079372742,4,,,,,,
3.489333475,3.362224556,4,3.487431108,4.097161266,4,,,,,,
3.489876466,3.355496316,4,3.485381633,4.115084867,4,,,,,,
3.490374359,3.348678164,4,3.483911506,4.133486119,4,,,,,,
3.490915236,3.341939463,4,3.483272782,4.150170087,4,,,,,,
3.491399648,3.335105197,4,3.48224696,4.167021499,4,,,,,,
3.491915735,3.328320113,4,3.481988227,4.182871437,4,,,,,,
3.492401352,3.321494475,4,3.481075426,4.200779938,4,,,,,,
3.49289317,3.314662786,4,3.479570139,4.20836498,4,,,,,,
3.493293228,3.307647649,4,3.48046784,4.207237779,4,,,,,,
3.495247397,3.291855551,4,3.482191406,4.197217371,4,,,,,,
3.497282971,3.275171259,4,3.483765183,4.178816555,4,,,,,,
3.499373261,3.258601707,4,3.485375614,4.171020105,4,,,,,,
3.501417249,3.241951132,4,3.486747938,4.154302375,4,,,,,,
3.503457395,3.225301567,4,3.488496709,4.144910731,4,,,,,,
3.503970458,3.222790675,4,3.490223599,4.134671855,4,,,,,,
3.503489072,3.229611491,4,3.491638092,4.116119689,4,,,,,,
3.50304261,3.236528701,4,3.493639684,4.109431525,4,,,,,,
3.502581106,3.24340692,4,3.494903701,4.093494236,4,,,,,,
3.502082308,3.250216435,4,3.496392193,4.075355939,4,,,,,,
3.501568983,3.256985443,4,3.497782641,4.056707378,4,,,,,,
3.501071469,3.26380564,4,3.499312155,4.038188797,4,,,,,,
3.500572428,3.270616806,4,3.50085273,4.019622166,4,,,,,,
3.500052715,3.277373698,4,3.502412947,4.00107001,4,,,,,,
3.499520233,3.284102327,4,3.503174191,3.989471438,4,,,,,,
3.498975685,3.290802938,4,3.502067678,3.99538527,4,,,,,,
3.498420507,3.297478815,4,3.50106354,4.001363441,4,,,,,,
3.497868001,3.304167082,4,3.500136059,4.007405703,4,,,,,,
3.497285243,3.311178507,4,3.499244094,4.013480057,4,,,,,,
3.495221109,3.327831531,4,3.498395233,4.019609226,4,,,,,,
3.49310243,3.344369777,4,3.497540239,4.02572126,4,,,,,,
3.490970168,3.36088052,4,3.496627784,4.031717423,4,,,,,,
3.48882114,3.377349565,4,3.495643518,4.037554567,4,,,,,,
3.486648267,3.393770094,4,3.494496825,4.04169965,4,,,,,,
3.484463355,3.410158507,4,3.49581316,4.02492285,4,,,,,,
3.482256613,3.426501771,4,3.497244016,4.008757955,4,,,,,,
3.480030582,3.442797964,4,3.498998621,3.990392982,4,,,,,,
3.477895645,3.458403951,4,3.500889077,3.972180231,4,,,,,,
3.477232457,3.464876439,4,3.502785737,3.953967733,4,,,,,,
3.47657323,3.471358092,4,3.504617722,3.935684016,4,,,,,,
3.475916453,3.477855158,4,3.505318879,3.92788102,4,,,,,,
3.475214986,3.484250472,4,3.505728312,3.923529393,4,,,,,,
3.474482908,3.49057598,4,3.503677996,3.941481367,4,,,,,,
3.473718441,3.496832131,4,3.501620197,3.959417466,4,,,,,,
3.472960036,3.503104556,4,3.499552323,3.977334308,4,,,,,,
3.472170703,3.509294609,4,3.497458291,3.995192274,4,,,,,,
3.471287998,3.515269273,4,3.495354605,4.013043248,4,,,,,,
3.470371391,3.521179932,4,3.493210156,4.03078334,4,,,,,,
3.469457339,3.527081126,4,3.491142236,4.047631574,4,,,,,,
3.468482339,3.53283215,4,3.488820775,4.064712902,4,,,,,,
3.467476805,3.538509058,4,3.486391644,4.080594604,4,,,,,,
3.466447375,3.544124749,4,3.483780064,4.095137017,4,,,,,,
3.465380386,3.549644927,4,3.481150699,4.107725405,4,,,,,,
3.464277916,3.555079545,4,3.479895693,4.114286264,4,,,,,,
3.46314563,3.560435537,4,3.4788713,4.121005756,4,,,,,,
3.46201522,3.565792187,4,3.477885476,4.126773521,4,,,,,,
3.46086781,3.571107843,4,3.47778952,4.125336508,4,,,,,,
3.459720193,3.576433525,4,3.47993534,4.107558147,4,,,,,,
3.458526424,3.581639684,4,3.482139098,4.08989453,4,,,,,,
3.457854306,3.583439877,4,3.484354516,4.072256203,4,,,,,,
3.460224686,3.567459646,4,3.486538043,4.054553947,4,,,,,,
3.462632338,3.551573071,4,3.488736323,4.036894023,4,,,,,,
3.465071619,3.535785807,4,3.490797033,4.021357502,4,,,,,,
3.467493111,3.519940467,4,3.49157213,4.015122997,4,,,,,,
3.469928692,3.504149507,4,3.492286428,4.008787462,4,,,,,,
3.472322745,3.488240477,4,3.492966972,4.002389006,4,,,,,,
3.474687844,3.472262691,4,3.493604412,3.995913172,4,,,,,,
3.477072873,3.456341683,4,3.49427579,3.989496208,4,,,,,,
3.479439805,3.440364072,4,3.494927487,3.983046439,4,,,,,,
3.481751695,3.424248468,4,3.495537435,3.976523365,4,,,,,,
3.48407436,3.408156847,4,3.496173182,3.970049577,4,,,,,,
3.486247229,3.392633676,4,3.496759381,3.963640093,4,,,,,,
3.487311002,3.387040493,4,3.494866231,3.979933225,4,,,,,,
3.488290348,3.381261332,4,3.492766445,3.997790134,4,,,,,,
3.489265732,3.375478242,4,3.490675413,4.015664641,4,,,,,,
3.489249022,3.376781276,4,3.489588828,4.022797525,4,,,,,,
3.487035542,3.393138151,4,3.488758425,4.02899923,4,,,,,,
3.484792294,3.409427594,4,3.487503379,4.042574405,4,,,,,,
3.485281435,3.406499244,4,3.485508542,4.060552316,4,,,,,,
3.486227685,3.400652169,4,3.483225757,4.077987163,4,,,,,,
3.487181084,3.394822338,4,3.480704425,4.094316983,4,,,,,,
3.488073004,3.38885711,4,3.479898703,4.096027139,4,,,,,,
3.488914672,3.382783958,4,3.480142842,4.09139956,4,,,,,,
3.489747648,3.376692776,4,3.480805039,4.084972396,4,,,,,,
3.490546509,3.370530629,4,3.481430643,4.076551713,4,,,,,,
3.491337564,3.364352135,4,3.482253595,4.070050326,4,,,,,,
3.492077446,3.358068371,4,3.483296887,4.064143825,4,,,,,,
3.492840498,3.351830472,4,3.485348015,4.056855572,4,,,,,,
3.493497559,3.345374976,4,3.487605431,4.049852557,4,,,,,,
3.494161187,3.338924322,4,3.487948902,4.059158517,4,,,,,,
3.494862305,3.332539882,4,3.486841055,4.069523106,4,,,,,,
3.495434529,3.325875535,4,3.48595528,4.084209109,4,,,,,,
3.496060743,3.319283551,4,3.485258815,4.102200372,4,,,,,,
3.496681624,3.311006181,4,3.484022414,4.109316594,4,,,,,,
3.498720184,3.294364853,4,3.482922158,4.122727655,4,,,,,,
3.500753361,3.277641687,4,3.481839693,4.138257578,4,,,,,,
3.502841431,3.261022459,4,3.480362701,4.146648395,4,,,,,,
3.503029169,3.260733255,4,3.479486315,4.164638068,4,,,,,,
3.502231826,3.268149956,4,3.47839633,4.17903313,4,,,,,,
3.501580631,3.27469989,4,3.476790342,4.184564802,4,,,,,,
3.5008991,3.281093666,4,3.475878963,4.201871596,4,,,,,,
3.500196769,3.287443603,4,3.474718732,4.216163132,4,,,,,,
3.499496445,3.293799662,4,3.472838219,4.221742424,4,,,,,,
3.498766882,3.30009626,4,3.471738047,4.238929752,4,,,,,,
3.498029097,3.306376902,4,3.472764583,4.234666425,4,,,,,,
3.497270748,3.312614809,4,3.474205298,4.216422988,4,,,,,,
3.496478266,3.31878588,4,3.476126539,4.207041902,4,,,,,,
3.495671519,3.324928468,4,3.478096522,4.197668401,4,,,,,,
3.494846252,3.331033627,4,3.479471897,4.179261368,4,,,,,,
3.493972521,3.337034323,4,3.481075655,4.168329443,4,,,,,,
3.493065,3.342963579,4,3.482689802,4.157320642,4,,,,,,
3.492139796,3.34883938,4,3.484197782,4.138910616,4,,,,,,
3.491168249,3.354615066,4,3.485517779,4.124369742,4,,,,,,
3.490171192,3.360309377,4,3.486701052,4.11123324,4,,,,,,
3.48908737,3.365753192,4,3.488030383,4.094076575,4,,,,,,
3.48796023,3.371056031,4,3.489893106,4.088077126,4,,,,,,
3.48673975,3.375993744,4,3.492439776,4.071631584,4,,,,,,
3.485434563,3.380305797,4,3.494297287,4.059616424,4,,,,,,
3.483969242,3.383530018,4,3.494733243,4.0421577,4,,,,,,
3.48261664,3.383378152,4,3.493856283,4.038287683,4,,,,,,
3.484052926,3.368047372,4,3.492045932,4.044314347,4,,,,,,
3.48630201,3.351828893,4,3.490438404,4.050168428,4,,,,,,
3.487871753,3.340006906,4,3.48901112,4.05590417,4,,,,,,
3.490082139,3.323750251,4,3.487749202,4.061653787,4,,,,,,
3.492309926,3.307453562,4,3.486585658,4.067389232,4,,,,,,
3.494482289,3.291040114,4,3.485631037,4.072073619,4,,,,,,
3.496671521,3.274671218,4,3.484731947,4.075948723,4,,,,,,
3.49804099,3.265299353,4,3.483502529,4.080308849,4,,,,,,
3.498955571,3.259378967,4,3.482900141,4.078478685,4,,,,,,
3.499908666,3.253549298,4,3.482337856,4.075409792,4,,,,,,
3.500806533,3.247590416,4,3.483450675,4.059798182,4,,,,,,
3.501721436,3.241672611,4,3.484722572,4.041895997,4,,,,,,
3.502575363,3.235624333,4,3.485994337,4.023542718,4,,,,,,
3.503475367,3.229681144,4,3.48766433,4.005196335,4,,,,,,
3.504289422,3.223551482,4,3.489656206,3.987159921,4,,,,,,
3.505109172,3.217435813,4,3.491658581,3.96912636,4,,,,,,
3.505940819,3.211343528,4,3.493578801,3.950987216,4,,,,,,
3.506728893,3.205168896,4,3.494840891,3.938596892,4,,,,,,
3.507516873,3.198993832,4,3.49335236,3.951679857,4,,,,,,
3.508311519,3.192828042,4,3.491250061,3.969532484,4,,,,,,
3.509031486,3.186519026,4,3.489094759,3.987276302,4,,,,,,
3.509772072,3.180254803,4,3.486930591,4.004995103,4,,,,,,
3.510561177,3.174089046,4,3.484737427,4.02265597,4,,,,,,
3.511267236,3.167761168,4,3.482485352,4.040187948,4,,,,,,
3.511976797,3.161437619,4,3.480183347,4.057604303,4,,,,,,
3.512706257,3.155147665,4,3.477837643,4.07429466,4,,,,,,
3.513318672,3.148649983,4,3.475218503,4.090651595,4,,,,,,
3.514103396,3.142465541,4,3.472376664,4.10560674,4,,,,,,
3.514796043,3.136103567,4,3.469350163,4.119291803,4,,,,,,
3.515420799,3.129619821,4,3.466341996,4.132019528,4,,,,,,
3.516064784,3.123173565,4,3.463207537,4.143885174,4,,,,,,
3.514789542,3.133452806,4,3.460748839,4.155153599,4,,,,,,
3.512795172,3.15026612,4,3.457349926,4.16605202,4,,,,,,
3.510780344,3.167036083,4,3.45716483,4.153443477,4,,,,,,
3.5087725,3.183820444,4,3.459160808,4.136642736,4,,,,,,
3.506742706,3.200560552,4,3.461227015,4.118822008,4,,,,,,
3.5046928,3.217264128,4,3.46345636,4.101233146,4,,,,,,
3.502626997,3.233933317,4,3.465672122,4.083596648,4,,,,,,
3.50058528,3.250642783,4,3.467977195,4.066167277,4,,,,,,
3.498547415,3.267356721,4,3.470255784,4.048688537,4,,,,,,
3.496463361,3.283977956,4,3.472560739,4.031259785,4,,,,,,
3.494348295,3.300540572,4,3.474845875,4.013791665,4,,,,,,
3.492234064,3.317098539,4,3.477152204,3.996369386,4,,,,,,
3.490118506,3.333648239,4,3.47942984,3.97891121,4,,,,,,
3.487991957,3.350176376,4,3.48179615,3.961705071,4,,,,,,
3.48581082,3.366582878,4,3.48332767,3.952721062,4,,,,,,
3.483615359,3.382963969,4,3.484089789,3.946480493,4,,,,,,
3.481403575,3.399306802,4,3.484754854,3.940199587,4,,,,,,
3.479162033,3.415582271,4,3.48281015,3.956797674,4,,,,,,
3.476879404,3.431766101,4,3.480664914,3.97456788,4,,,,,,
3.474622413,3.448006964,4,3.478479217,3.992253146,4,,,,,,
3.472308302,3.464119082,4,3.476238609,4.009824234,4,,,,,,
3.469959918,3.480159928,4,3.473965547,4.027330154,4,,,,,,
3.467658668,3.496302434,4,3.471635289,4.044707421,4,,,,,,
3.465306304,3.512337519,4,3.469210826,4.061771192,4,,,,,,
3.462910306,3.528280133,4,3.467163325,4.074796721,4,,,,,,
3.460477276,3.544134963,4,3.465105225,4.08612843,4,,,,,,
3.458013267,3.559918263,4,3.463574988,4.094124188,4,,,,,,
3.455599679,3.575822549,4,3.462094552,4.101788722,4,,,,,,
3.453165651,3.591677806,4,3.460425727,4.108414825,4,,,,,,
3.450675332,3.607395001,4,3.45909929,4.114864588,4,,,,,,
3.449050254,3.616844023,4,3.457783362,4.120288479,4,,,,,,
3.448057418,3.622539448,4,3.457637058,4.117872485,4,,,,,,
3.447049842,3.628194127,4,3.458285386,4.111438611,4,,,,,,
3.446061556,3.633899385,4,3.459048284,4.105094999,4,,,,,,
3.445069301,3.639591786,4,3.460822624,4.099275409,4,,,,,,
3.444100934,3.645347679,4,3.463419242,4.09175569,4,,,,,,
3.443145487,3.65113993,4,3.466244813,4.083237694,4,,,,,,
3.442178217,3.656903173,4,3.469131748,4.074130898,4,,,,,,
3.441266375,3.662809709,4,3.47205788,4.064511723,4,,,,,,
3.440329317,3.668647893,4,3.474189824,4.062378468,4,,,,,,
3.439441012,3.674612641,4,3.47433761,4.076237331,4,,,,,,
3.43856109,3.680596756,4,3.474508056,4.08950835,4,,,,,,
3.437702379,3.686636417,4,3.474642814,4.10271198,4,,,,,,
3.436847373,3.69268118,4,3.474671275,4.117168848,4,,,,,,
3.436026145,3.698809072,4,3.474649909,4.131558361,4,,,,,,
3.435242346,3.705008283,4,3.473217115,4.138568869,4,,,,,,
3.43578635,3.701140628,4,3.471448373,4.143985245,4,,,,,,
3.438036592,3.684868384,4,3.47037478,4.158409765,4,,,,,,
3.440315489,3.668651698,4,3.470261876,4.171909062,4,,,,,,
3.44125618,3.661663746,4,3.468059053,4.186406573,4,,,,,,
3.442063419,3.655517086,4,3.466029821,4.191699265,4,,,,,,
3.442895363,3.649425955,4,3.463987124,4.196959496,4,,,,,,
3.444011169,3.6417684,4,3.462478034,4.211592934,4,,,,,,
3.446474842,3.625980765,4,3.461817776,4.227010835,4,,,,,,
3.448919116,3.610143821,4,3.461118917,4.23969939,4,,,,,,
3.45140528,3.594412223,4,3.460477375,4.239928792,4,,,,,,
3.453878099,3.578648653,4,3.461647853,4.222159691,4,,,,,,
3.456351859,3.562890221,4,3.462772325,4.209751233,4,,,,,,
3.458878916,3.547276169,4,3.463769622,4.200962892,4,,,,,,
3.459273185,3.544166785,4,3.464754454,4.183465894,4,,,,,,
3.461222478,3.530955065,4,3.466034333,4.171646475,4,,,,,,
3.463637454,3.515053303,4,3.467633909,4.166342453,4,,,,,,
3.466040956,3.499125322,4,3.469022969,4.154392354,4,,,,,,
3.468432356,3.483172476,4,3.470215096,4.136421934,4,,,,,,
3.470839791,3.46725756,4,3.471337523,4.119672266,4,,,,,,
3.473224789,3.451292334,4,3.473631167,4.111686071,4,,,,,,
3.475536399,3.435152968,4,3.476297682,4.103517486,4,,,,,,
3.47786609,3.419053539,4,3.478915563,4.095164521,4,,,,,,
3.480124725,3.402789092,4,3.481634383,4.086774133,4,,,,,,
3.48234933,3.386449256,4,3.483675036,4.080705958,4,,,,,,
3.484573926,3.370110506,4,3.483722937,4.074230819,4,,,,,,
3.486765361,3.353700961,4,3.481920415,4.080000788,4,,,,,,
3.488969472,3.337322263,4,3.479937446,4.086318585,4,,,,,,
3.491115535,3.320819467,4,3.478246581,4.100444753,4,,,,,,
3.493268456,3.30432655,4,3.477630397,4.117384437,4,,,,,,
3.495370071,3.287732704,4,3.477166705,4.133504475,4,,,,,,
3.496956519,3.275601942,4,3.476712587,4.148955138,4,,,,,,
3.497780436,3.26949279,4,3.475755025,4.155852412,4,,,,,,
3.498598043,3.26337266,4,3.474154019,4.158228911,4,,,,,,
3.499381292,3.257184645,4,3.473186527,4.165039052,4,,,,,,
3.500155087,3.250977859,4,3.47168392,4.161736054,4,,,,,,
3.500894204,3.244703872,4,3.4701698,4.157904618,4,,,,,,
3.501644775,3.238455437,4,3.468360888,4.154171574,4,,,,,,
3.501495734,3.2399708,4,3.465863216,4.152637066,4,,,,,,
3.499451427,3.256683233,4,3.463577959,4.153327874,4,,,,,,
3.497366208,3.273315612,4,3.462045515,4.154859773,4,,,,,,
3.495258682,3.289903154,4,3.461552412,4.152998107,4,,,,,,
3.493140211,3.306467955,4,3.464300845,4.141554013,4,,,,,,
3.491003602,3.322995607,4,3.465894364,4.134532278,4,,,,,,
3.488819686,3.339422111,4,3.468475252,4.123449945,4,,,,,,
3.486630502,3.355837342,4,3.471264171,4.111324807,4,,,,,,
3.484388267,3.372132144,4,3.47379227,4.099975782,4,,,,,,
3.482127687,3.388371426,4,3.47634616,4.08539058,4,,,,,,
3.479814471,3.404494373,4,3.477147965,4.072057599,4,,,,,,
3.477489142,3.420564641,4,3.477311408,4.061699057,4,,,,,,
3.475138447,3.436499942,4,3.477382324,4.048887762,4,,,,,,
3.472688095,3.45216596,4,3.474678041,4.059462482,4,,,,,,
3.470228652,3.467694265,4,3.471599076,4.070176746,4,,,,,,
3.467715214,3.482967564,4,3.468566383,4.079229071,4,,,,,,
3.465128332,3.498011164,4,3.465447465,4.089024983,4,,,,,,
3.462505072,3.512630226,4,3.462265236,4.098669389,4,,,,,,
3.460021247,3.526751104,4,3.459206104,4.107148173,4,,,,,,
3.458159448,3.540055255,4,3.456389185,4.114042952,4,,,,,,
3.458316048,3.551355214,4,3.453640479,4.12039123,4,,,,,,
3.46070447,3.560024777,4,3.450646017,4.127609669,4,,,,,,
3.465160897,3.563211547,4,3.44796494,4.133579902,4,,,,,,
3.469790869,3.564436896,4,3.445868628,4.13851764,4,,,,,,
3.480531534,3.564727677,4,3.444115766,4.14325504,4,,,,,,
3.49127687,3.563876846,4,3.442638334,4.148181168,4,,,,,,
3.502023699,3.562878577,4,3.441175015,4.152944659,4,,,,,,
3.512774006,3.562555206,4,3.439891297,4.158116219,4,,,,,,
3.523524133,3.562475824,4,3.440771051,4.153305923,4,,,,,,
3.534276025,3.562327287,4,3.442571011,4.148419151,4,,,,,,
3.545026128,3.562273472,4,3.442931328,4.148314185,4,,,,,,
3.555777537,3.562189671,4,3.44365384,4.145634538,4,,,,,,
,,,3.444525184,4.142637034,4,,,,,,
,,,3.445104835,4.14152409,4,,,,,,
,,,3.443106874,4.130031223,4,,,,,,
,,,3.440753089,4.12716047,4,,,,,,
,,,3.441839078,4.108760272,4,,,,,,
,,,3.442425312,4.100340137,4,,,,,,
,,,3.443076784,4.093831485,4,,,,,,
,,,3.443747727,4.087329531,4,,,,,,
,,,3.44442122,4.080848994,4,,,,,,
,,,3.445088045,4.074317958,4,,,,,,
,,,3.445742672,4.06767547,4,,,,,,
,,,3.446349951,4.060893278,4,,,,,,
,,,3.446877869,4.053336003,4,,,,,,
,,,3.447259728,4.045292466,4,,,,,,
,,,3.447572196,4.036301066,4,,,,,,
,,,3.44778513,4.026160237,4,,,,,,
,,,3.447912607,4.015201623,4,,,,,,
,,,3.448170756,4.004669605,4,,,,,,
,,,3.447542802,3.998185603,4,,,,,,
,,,3.444415296,4.008782706,4,,,,,,
,,,3.443494849,4.020542891,4,,,,,,
,,,3.443295519,4.031685848,4,,,,,,
,,,3.443053799,4.04292047,4,,,,,,
,,,3.442690478,4.053800767,4,,,,,,
,,,3.442177459,4.063993248,4,,,,,,
,,,3.441393452,4.073461884,4,,,,,,
,,,3.440452087,4.079881894,4,,,,,,
,,,3.43918316,4.084310199,4,,,,,,
,,,3.438157398,4.086364637,4,,,,,,
,,,3.436902177,4.087923819,4,,,,,,
,,,3.43552813,4.088133646,4,,,,,,
,,,3.433907603,4.087399702,4,,,,,,
,,,3.436219894,4.08688829,4,,,,,,
,,,3.441152128,4.086797737,4,,,,,,
,,,3.446084753,4.086794236,4,,,,,,
,,,3.451017986,4.08685737,4,,,,,,
,,,3.4559512,4.086926925,4,,,,,,
,,,3.460884043,4.087000384,4,,,,,,
,,,3.46581655,4.086994562,4,,,,,,
,,,3.470748952,4.087070753,4,,,,,,
,,,3.475681369,4.087096364,4,,,,,,
,,,3.48061252,4.087139682,4,,,,,,
,,,3.492240103,4.08720996,4,,,,,,
,,,3.503865184,4.087287359,4,,,,,,
,,,3.515491376,4.087301533,4,,,,,,
,,,3.527108552,4.0872823,4,,,,,,
,,,3.538733063,4.087272493,4,,,,,,
,,,3.550348134,4.087538051,4,,,,,,
,,,3.561951056,4.087176879,4,,,,,,
,,,3.573552701,4.086947401,4,,,,,,
,,,3.585181779,4.087085549,4,,,,,,
,,,3.59680841,4.086812891,4,,,,,,
,,,3.608443539,4.087112473,4,,,,,,
,,,3.620067514,4.087015522,4,,,,,,
,,,3.631701375,4.087050808,4,,,,,,
,,,3.643332633,4.086793173,4,,,,,,
,,,3.654967238,4.086515309,4,,,,,,